Crash Breakdown 2,Date Of Loss Year,Crash Severity,Cyclist Flag,Day Of Week,Derived Crash Congifuration,Intersection Crash,Month Of Year,Motorcycle Flag,Municipality Name (ifnull),Parking Lot Flag,Pedestrian Flag,Region,Street Full Name (ifnull),Time Category,Crash Breakdown,Cross Street Full Name,Heavy Veh Flag,Mid Block Crash,Municipality Name,Municipality With Boundary,Road Location Description,Street Full Name,Crash Count,Latitude,Longitude,Number of Records
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,W 5TH AVE,12:00-14:59,FRIDAY,COLUMBIA ST,N,N,VANCOUVER,VANCOUVER,COLUMBIA ST & W 5TH AVE,W 5TH AVE,1,49.266577,-123.109451,1
LOWER MAINLAND,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,W 5TH AVE,00:00-02:59,WEDNESDAY,COLUMBIA ST,N,N,VANCOUVER,VANCOUVER,COLUMBIA ST & W 5TH AVE,W 5TH AVE,1,49.266577,-123.109451,1
LOWER MAINLAND,2017,CASUALTY,Yes,THURSDAY,SIDE IMPACT,Yes,FEBRUARY,No,VANCOUVER,No,No,LOWER MAINLAND,E 2ND AVE,06:00-08:59,THURSDAY,BRUNSWICK ST,N,N,VANCOUVER,VANCOUVER,BRUNSWICK ST & E 2ND AVE & GREAT NORTHERN WAY,E 2ND AVE,1,49.266741,-123.096256,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,NW MARINE DR,18:00-20:59,MONDAY,LOCARNO CRES,N,N,VANCOUVER,VANCOUVER,LOCARNO CRES & NW MARINE DR,NW MARINE DR,1,49.268994,-123.201678,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,W 2ND AVE,06:00-08:59,WEDNESDAY,COLUMBIA ST,N,N,VANCOUVER,VANCOUVER,COLUMBIA ST & W 2ND AVE,W 2ND AVE,1,49.26923,-123.109427,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,E 2ND AVE,06:00-08:59,TUESDAY,ONTARIO ST,N,N,VANCOUVER,VANCOUVER,E 2ND AVE & ONTARIO ST & W 2ND AVE,E 2ND AVE,1,49.269246,-123.104652,1
NORTH CENTRAL,2019,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,No,AUGUST,No,BURNS LAKE,No,No,NORTH CENTRAL,HWY 16,12:00-14:59,FRIDAY,NA,N,N,BURNS LAKE,NA,HWY 16,HWY 16,1,NA,NA,1
LOWER MAINLAND,2017,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JANUARY,No,SURREY,No,No,LOWER MAINLAND,124 ST,15:00-17:59,FRIDAY,INDIAN FORT DR,N,N,SURREY,SURREY,124 ST & 20 AVE & INDIAN FORT DR & OCEAN PARK RD,124 ST,1,49.039242,-122.878397,1
SOUTHERN INTERIOR,2017,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,No,OCTOBER,No,KELOWNA,No,No,SOUTHERN INTERIOR,ENTERPRISE WAY,09:00-11:59,SATURDAY,NA,N,N,KELOWNA,NA,ENTERPRISE WAY,ENTERPRISE WAY,1,NA,NA,1
LOWER MAINLAND,2018,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,AUGUST,No,PITT MEADOWS,No,No,LOWER MAINLAND,FORD RD,12:00-14:59,SATURDAY,HARRIS RD,N,N,PITT MEADOWS,PITT MEADOWS,FORD RD & HARRIS RD,FORD RD,1,49.222414,-122.689588,1
LOWER MAINLAND,2019,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,APRIL,No,MAPLE RIDGE,No,No,LOWER MAINLAND,121 AVE,18:00-20:59,WEDNESDAY,NA,N,Y,MAPLE RIDGE,MAPLE RIDGE,121 AVE,121 AVE,1,49.222979,-122.625695,1
LOWER MAINLAND,2015,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,ABBOTSFORD,No,No,LOWER MAINLAND,BEVAN AVE,15:00-17:59,THURSDAY,WARE ST,N,N,ABBOTSFORD,ABBOTSFORD,BEVAN AVE & WARE ST,BEVAN AVE,1,49.041939,-122.304542,1
LOWER MAINLAND,2018,CASUALTY,Yes,TUESDAY,UNDETERMINED,Yes,JULY,No,ABBOTSFORD,No,No,LOWER MAINLAND,BROADWAY ST,15:00-17:59,TUESDAY,PEARDONVILLE RD,N,N,ABBOTSFORD,ABBOTSFORD,BROADWAY ST & PEARDONVILLE RD,BROADWAY ST,1,49.045459,-122.32229,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,KINGSWAY,18:00-20:59,FRIDAY,VICTORIA DR,N,N,VANCOUVER,VANCOUVER,KINGSWAY & VICTORIA DR,KINGSWAY,1,49.245143,-123.065173,1
LOWER MAINLAND,2019,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,MAIN ST,06:00-08:59,FRIDAY,E 27TH AVE,N,N,VANCOUVER,VANCOUVER,E 27TH AVE & MAIN ST,MAIN ST,1,49.247228,-123.10115,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,MONDAY,SINGLE VEHICLE,No,JULY,Yes,WEST VANCOUVER,No,No,LOWER MAINLAND,CYPRESS BOWL RD,09:00-11:59,MONDAY,NA,N,N,WEST VANCOUVER,NA,CYPRESS BOWL RD,CYPRESS BOWL RD,1,NA,NA,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,MAY,No,VANCOUVER,Yes,No,LOWER MAINLAND,EAST HASTINGS,09:00-11:59,TUESDAY,NA,N,N,VANCOUVER,NA,EAST HASTINGS,EAST HASTINGS,1,NA,NA,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,AUGUST,No,VICTORIA,No,No,VANCOUVER ISLAND,ESPLANADE,15:00-17:59,THURSDAY,NA,N,N,VICTORIA,NA,ESPLANADE,ESPLANADE,1,NA,NA,1
LOWER MAINLAND,2018,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,JULY,No,MAPLE RIDGE,No,No,LOWER MAINLAND,LAITY ST,09:00-11:59,SUNDAY,123 AVE,N,N,MAPLE RIDGE,MAPLE RIDGE,123 AVE & LAITY ST,LAITY ST,1,49.226323,-122.631801,1
LOWER MAINLAND,2019,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,No,MARCH,No,LANGLEY,No,No,LOWER MAINLAND,FRASER HWY,12:00-14:59,MONDAY,NA,N,N,LANGLEY,LANGLEY,FRASER HWY,FRASER HWY,1,49.111528,-122.674427,1
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,UNDETERMINED,Yes,JULY,No,LANGLEY,No,No,LOWER MAINLAND,HWY 10,15:00-17:59,FRIDAY,FRASER HWY,N,N,LANGLEY,LANGLEY,FRASER HWY & LANGLEY BYPASS & TURNING LANE,HWY 10,1,49.111887,-122.675391,1
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,DECEMBER,No,LANGLEY,No,No,LOWER MAINLAND,200 ST,06:00-08:59,THURSDAY,LOGAN AVE,N,N,LANGLEY,LANGLEY,200 ST & LOGAN AVE & PRODUCTION WAY,200 ST,1,49.111204,-122.668709,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,FRIDAY,UNDETERMINED,Yes,APRIL,No,SURREY,No,No,LOWER MAINLAND,128 ST,18:00-20:59,FRIDAY,60 AVE,N,N,SURREY,SURREY,128 ST & 60 AVE,128 ST,1,49.111809,-122.867838,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,SEPTEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,RING RD,09:00-11:59,THURSDAY,NA,N,N,VICTORIA,NA,RING RD,RING RD,1,NA,NA,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,No,SEPTEMBER,No,RICHMOND,No,No,LOWER MAINLAND,RIVER RD,12:00-14:59,THURSDAY,NA,N,N,RICHMOND,NA,RIVER RD,RIVER RD,1,NA,NA,1
LOWER MAINLAND,2018,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,BURNABY,No,No,LOWER MAINLAND,MAYBERRY ST,09:00-11:59,MONDAY,WILLINGDON AVE,N,N,BURNABY,BURNABY,MAYBERRY ST & WILLINGDON AVE,MAYBERRY ST,1,49.225546,-123.009822,1
SOUTHERN INTERIOR,2015,CASUALTY,Yes,MONDAY,SIDE IMPACT,Yes,AUGUST,No,ARMSTRONG,No,No,SOUTHERN INTERIOR,ADAIR ST,15:00-17:59,MONDAY,WOOD AVE,N,N,ARMSTRONG,ARMSTRONG,ADAIR ST & WOOD AVE,ADAIR ST,1,50.448661,-119.204546,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,JULY,No,VICTORIA,No,No,VANCOUVER ISLAND,HARBOUR RD,06:00-08:59,WEDNESDAY,NA,N,N,VICTORIA,NA,HARBOUR RD,HARBOUR RD,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,E 29TH AVE,15:00-17:59,WEDNESDAY,MAIN ST,N,N,VANCOUVER,VANCOUVER,E 29TH AVE & MAIN ST,E 29TH AVE,1,49.244458,-123.101309,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,UNDETERMINED,Yes,DECEMBER,No,PITT MEADOWS,No,No,LOWER MAINLAND,HARRIS RD,15:00-17:59,MONDAY,OLD DEWDNEY TRUNK RD,N,N,PITT MEADOWS,PITT MEADOWS,HARRIS RD & OLD DEWDNEY TRUNK RD,HARRIS RD,1,49.244127,-122.689525,1
SOUTHERN INTERIOR,2017,PROPERTY DAMAGE ONLY,Yes,MONDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VERNON,No,No,SOUTHERN INTERIOR,35 AVE,15:00-17:59,MONDAY,HWY 97,N,N,VERNON,VERNON,32 ST & 35 AVE,35 AVE,1,50.267391,-119.273776,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,FRIDAY,UNDETERMINED,No,DECEMBER,No,LANGLEY,No,No,LOWER MAINLAND,LANGLEY BYPASS,12:00-14:59,FRIDAY,NA,N,Y,LANGLEY,LANGLEY,LANGLEY BYPASS,LANGLEY BYPASS,1,49.111419,-122.64487,1
LOWER MAINLAND,2017,CASUALTY,Yes,SATURDAY,UNDETERMINED,Yes,JULY,No,BURNABY,No,No,LOWER MAINLAND,NELSON AVE,18:00-20:59,SATURDAY,IMPERIAL ST,N,N,BURNABY,BURNABY,IMPERIAL ST & NELSON AVE,NELSON AVE,1,49.221948,-122.994179,1
LOWER MAINLAND,2019,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JANUARY,No,VANCOUVER,No,No,LOWER MAINLAND,E 49TH AVE,18:00-20:59,FRIDAY,NANAIMO ST,N,N,VANCOUVER,VANCOUVER,E 49TH AVE & NANAIMO ST,E 49TH AVE,1,49.22504,-123.059158,1
LOWER MAINLAND,2016,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,Yes,No,LOWER MAINLAND,MAIN ST,06:00-08:59,MONDAY,E 28TH AVE,N,N,VANCOUVER,VANCOUVER,E 28TH AVE & MAIN ST,MAIN ST,1,49.245848,-123.101254,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,No,SEPTEMBER,No,VANCOUVER,Yes,No,LOWER MAINLAND,W 29TH AVE,09:00-11:59,TUESDAY,NA,N,Y,VANCOUVER,VANCOUVER,W 29TH AVE,W 29TH AVE,1,49.246122,-123.174352,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JUNE,No,ABBOTSFORD,No,No,LOWER MAINLAND,MCCALLUM RD,12:00-14:59,MONDAY,MARSHALL RD,N,N,ABBOTSFORD,ABBOTSFORD,MARSHALL RD & MCCALLUM RD,MCCALLUM RD,1,49.039043,-122.293334,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,W 29TH AVE,09:00-11:59,MONDAY,WALLACE ST,N,N,VANCOUVER,VANCOUVER,W 29TH AVE & WALLACE ST,W 29TH AVE,1,49.246186,-123.190894,1
LOWER MAINLAND,2016,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JULY,No,NEW WESTMINSTER,No,No,LOWER MAINLAND,E COLUMBIA ST,15:00-17:59,TUESDAY,SIMPSON ST,N,N,NEW WESTMINSTER,NEW WESTMINSTER,E COLUMBIA ST & NELSONS CRT & SIMPSON ST,E COLUMBIA ST,1,49.224615,-122.892913,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,E 49TH AVE,06:00-08:59,WEDNESDAY,KERR ST,N,N,VANCOUVER,VANCOUVER,E 49TH AVE & KERR ST,E 49TH AVE,1,49.224712,-123.041049,1
LOWER MAINLAND,2017,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,FEBRUARY,No,PITT MEADOWS,No,No,LOWER MAINLAND,HARRIS RD,15:00-17:59,THURSDAY,NA,N,N,PITT MEADOWS,PITT MEADOWS,HARRIS RD,HARRIS RD,1,49.225127,-122.689512,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,OCTOBER,No,PITT MEADOWS,No,No,LOWER MAINLAND,FORD RD,18:00-20:59,MONDAY,MCTAVISH RD,N,N,PITT MEADOWS,PITT MEADOWS,FORD RD & MCTAVISH RD,FORD RD,1,49.222532,-122.717095,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,DECEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,RICHARDS ST,12:00-14:59,TUESDAY,NA,N,N,VANCOUVER,NA,RICHARDS ST,RICHARDS ST,1,NA,NA,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,No,JANUARY,No,NANAIMO,No,No,VANCOUVER ISLAND,PRINCESS ST,12:00-14:59,SATURDAY,NA,N,N,NANAIMO,NA,PRINCESS ST,PRINCESS ST,1,NA,NA,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,MARCH,No,ABBOTSFORD,Yes,No,LOWER MAINLAND,MARSHALL RD,15:00-17:59,WEDNESDAY,SUMAS WAY,N,N,ABBOTSFORD,ABBOTSFORD,MARSHALL RD & SUMAS WAY & TURNING LANE,MARSHALL RD,1,49.038185,-122.268966,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,SEPTEMBER,No,SURREY,No,No,LOWER MAINLAND,152 ST,12:00-14:59,WEDNESDAY,NA,N,Y,SURREY,SURREY,152 ST,152 ST,1,49.040286,-122.801204,1
LOWER MAINLAND,2018,CASUALTY,Yes,TUESDAY,UNDETERMINED,No,MAY,No,SURREY,No,No,LOWER MAINLAND,156 ST,15:00-17:59,TUESDAY,NA,N,Y,SURREY,SURREY,156 ST,156 ST,1,49.04136,-122.790199,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,BOYD DIVERS,15:00-17:59,TUESDAY,NOOTKA ST,N,N,VANCOUVER,VANCOUVER,BOYD DIVERSION & NOOTKA ST,BOYD DIVERS,1,49.249183,-123.04178,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,W 29TH AVE,15:00-17:59,WEDNESDAY,CAMBIE ST,N,N,VANCOUVER,VANCOUVER,CAMBIE ST & W 29TH AVE,W 29TH AVE,1,49.245163,-123.115602,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,AUGUST,No,NORTH VANCOUVER,No,No,LOWER MAINLAND,LONSDALE AVE,18:00-20:59,MONDAY,W 3RD ST,N,N,NORTH VANCOUVER,NORTH VANCOUVER,E 3RD ST & LONSDALE AVE & W 3RD ST,LONSDALE AVE,1,49.31343,-123.077042,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,PARKSVILLE,No,No,VANCOUVER ISLAND,CORFIELD ST,06:00-08:59,TUESDAY,STANFORD AVE E,N,N,PARKSVILLE,PARKSVILLE,CORFIELD ST S & STANFORD AVE E,CORFIELD ST,1,49.315589,-124.307099,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MAY,No,ABBOTSFORD,No,No,LOWER MAINLAND,ABBOTSFORD WAY,18:00-20:59,FRIDAY,SOUTH FRASER WAY,N,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD WAY & SOUTH FRASER WAY,ABBOTSFORD WAY,1,49.040935,-122.276841,1
LOWER MAINLAND,2015,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,APRIL,No,SURREY,Yes,No,LOWER MAINLAND,152 ST,09:00-11:59,THURSDAY,NA,N,Y,SURREY,SURREY,152 ST,152 ST,1,49.043304,-122.801213,1
LOWER MAINLAND,2017,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,AUGUST,No,ABBOTSFORD,No,No,LOWER MAINLAND,MCCALLUM RD,15:00-17:59,SUNDAY,HOLLAND AVE,N,N,ABBOTSFORD,ABBOTSFORD,HOLLAND AVE & MCCALLUM RD,MCCALLUM RD,1,49.03797,-122.29331,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,UNDETERMINED,No,MARCH,No,SURREY,Yes,No,LOWER MAINLAND,20 AVE,15:00-17:59,WEDNESDAY,NA,N,N,SURREY,SURREY,20 AVE,20 AVE,1,49.038324,-122.787415,1
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,UNDETERMINED,Yes,FEBRUARY,No,ABBOTSFORD,No,No,LOWER MAINLAND,SOUTH FRASER WAY,09:00-11:59,FRIDAY,ABBOTSFORD WAY,N,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD WAY & SOUTH FRASER WAY,SOUTH FRASER WAY,1,49.040935,-122.276841,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,ABBOTSFORD,No,No,LOWER MAINLAND,EMERSON ST,15:00-17:59,FRIDAY,BEVAN AVE,N,N,ABBOTSFORD,ABBOTSFORD,BEVAN AVE & EMERSON ST,EMERSON ST,1,49.041844,-122.318387,1
LOWER MAINLAND,2019,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,MAY,No,ABBOTSFORD,No,No,LOWER MAINLAND,BEAVER ST,12:00-14:59,MONDAY,DOLPHIN CRES,N,N,ABBOTSFORD,ABBOTSFORD,BEAVER ST & DOLPHIN CRES,BEAVER ST,1,49.041901,-122.329155,1
LOWER MAINLAND,2017,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,BOUNDARY RD,06:00-08:59,SATURDAY,E 29TH AVE,N,N,VANCOUVER,VANCOUVER,BOUNDARY RD & E 29TH AVE,BOUNDARY RD,1,49.245123,-123.02379,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,BOUNDARY RD,15:00-17:59,SATURDAY,E 29TH AVE,N,N,VANCOUVER,VANCOUVER,BOUNDARY RD & E 29TH AVE,BOUNDARY RD,1,49.245123,-123.02379,1
LOWER MAINLAND,2018,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,SEPTEMBER,Yes,VANCOUVER,No,No,LOWER MAINLAND,KINGSWAY,12:00-14:59,SUNDAY,COMMERCIAL ST,N,N,VANCOUVER,VANCOUVER,COMMERCIAL ST & KINGSWAY,KINGSWAY,1,49.246389,-123.067834,1
LOWER MAINLAND,2015,CASUALTY,Yes,THURSDAY,UNDETERMINED,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,W 28TH AVE,15:00-17:59,THURSDAY,DUNBAR ST,N,N,VANCOUVER,VANCOUVER,DUNBAR ST & W 28TH AVE,W 28TH AVE,1,49.247125,-123.185261,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,CONFLICTED,Yes,DECEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,KINGSWAY,21:00-23:59,WEDNESDAY,VICTORIA DR,N,N,VANCOUVER,VANCOUVER,KINGSWAY & VICTORIA DR,KINGSWAY,1,49.245143,-123.065173,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,Yes,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,E 28TH AVE,15:00-17:59,SATURDAY,JOHN ST,N,N,VANCOUVER,VANCOUVER,E 28TH AVE & JOHN ST,E 28TH AVE,1,49.245646,-123.097368,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,AUGUST,No,NORTH VANCOUVER,No,No,LOWER MAINLAND,MT SEYMOUR PKY,09:00-11:59,MONDAY,RIVERSIDE DR,N,N,NORTH VANCOUVER,NORTH VANCOUVER,MT SEYMOUR PKY & RIVERSIDE DR,MT SEYMOUR PKY,1,49.311036,-123.014719,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,APRIL,No,NORTH VANCOUVER,No,No,LOWER MAINLAND,W 1ST ST,15:00-17:59,FRIDAY,CHESTERFIELD AVE,N,N,NORTH VANCOUVER,NORTH VANCOUVER,CHESTERFIELD AVE & W 1ST ST,W 1ST ST,1,49.313175,-123.081814,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,JUNE,No,COURTENAY,Yes,No,VANCOUVER ISLAND,OLD ISLAND HWY,06:00-08:59,TUESDAY,NA,N,N,COURTENAY,NA,OLD ISLAND HWY,OLD ISLAND HWY,1,NA,NA,1
LOWER MAINLAND,2016,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,PANDORA ST,09:00-11:59,THURSDAY,NA,N,N,VANCOUVER,NA,PANDORA ST,PANDORA ST,1,NA,NA,1
LOWER MAINLAND,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,OCTOBER,No,NORTH VANCOUVER,No,No,LOWER MAINLAND,SECOND NARROWS BRIDGE,15:00-17:59,WEDNESDAY,NA,N,N,NORTH VANCOUVER,NA,SECOND NARROWS BRIDGE,SECOND NARROWS BRIDGE,1,NA,NA,1
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,PARK DR,15:00-17:59,FRIDAY,NA,N,N,VANCOUVER,NA,PARK DR,PARK DR,1,NA,NA,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,No,JUNE,No,VICTORIA,No,No,VANCOUVER ISLAND,SAANICH RD,15:00-17:59,MONDAY,NA,N,N,VICTORIA,NA,SAANICH RD,SAANICH RD,1,NA,NA,1
SOUTHERN INTERIOR,2017,CASUALTY,Yes,MONDAY,UNDETERMINED,No,DECEMBER,No,KAMLOOPS,No,No,SOUTHERN INTERIOR,N/A,18:00-20:59,MONDAY,NA,N,N,KAMLOOPS,NA,N/A,N/A,1,NA,NA,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,COOK ST,12:00-14:59,FRIDAY,PENDERGAST ST,N,N,VICTORIA,VICTORIA,COOK ST & PENDERGAST ST,COOK ST,1,48.415455,-123.356103,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,BROOKE ST,06:00-08:59,MONDAY,ST CHARLES ST,N,N,VICTORIA,VICTORIA,BROOKE ST & ST CHARLES ST,BROOKE ST,1,48.414476,-123.337304,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,JUNE,Yes,SOOKE,No,No,VANCOUVER ISLAND,GALLOPING GOOSE TRAIL,12:00-14:59,SUNDAY,GILLESPIE RD,N,N,SOOKE,EAST SOOKE & SOOKE,GALLOPING GOOSE TRAIL & GILLESPIE RD,GALLOPING GOOSE TRAIL,1,48.374749,-123.633483,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VICTORIA,Yes,No,VANCOUVER ISLAND,PARK BLVD,15:00-17:59,FRIDAY,COOK ST,N,N,VICTORIA,VICTORIA,COOK ST & PARK BLVD,PARK BLVD,1,48.412802,-123.357288,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,APRIL,No,VICTORIA,No,No,VANCOUVER ISLAND,COOK ST,12:00-14:59,FRIDAY,NA,N,Y,VICTORIA,VICTORIA,COOK ST,COOK ST,1,48.408642,-123.357812,1
VANCOUVER ISLAND,2016,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,Yes,JUNE,No,VICTORIA,No,No,VANCOUVER ISLAND,DALLAS RD,12:00-14:59,SATURDAY,MEMORIAL CRES,N,N,VICTORIA,VICTORIA,DALLAS RD & MEMORIAL CRES,DALLAS RD,1,48.408858,-123.34458,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,FRIDAY,SIDE IMPACT,No,DECEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,DOUGLAS ST,15:00-17:59,FRIDAY,NA,N,Y,VICTORIA,VICTORIA,DOUGLAS ST,DOUGLAS ST,1,48.409253,-123.369184,1
VANCOUVER ISLAND,2018,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,Yes,JANUARY,No,METCHOSIN,No,No,VANCOUVER ISLAND,METCHOSIN RD,15:00-17:59,SATURDAY,WITTY BEACH RD,N,N,METCHOSIN,METCHOSIN,METCHOSIN RD & WITTY BEACH RD,METCHOSIN RD,1,48.384182,-123.526932,1
